30,17,2000,2000,29133.895
34,26,1000,500,29154.689
46,24,1500,1000,29186.545
18,26,1000,2000,29221.965
34,19,500,1500,29253.436
34,11,2000,500,29266.819
25,9,2000,500,29301.244
30,29,2000,500,29323.757
30,22,1000,1000,29324.935
46,22,2000,1000,29388.813
46,17,1500,1000,29390.648
20,17,500,500,29417.039
31,18,1500,1500,29437.537
20,16,2000,1500,29452.458
46,19,2000,1500,29487.123
25,20,500,1000,29539.358
31,18,1000,1000,29541.749
30,16,2000,500,29580.123
46,21,2000,500,29605.972
46,31,1000,1000,29634.333
34,22,2000,500,29637.98
18,24,500,1000,29900.58
46,22,2000,2000,29645.721
30,25,1500,500,29701.049
20,25,1000,1000,29719.037
25,25,500,2000,29729.074
20,16,2000,2000,29733.013
30,21,1500,1500,29735.269
20,25,500,500,29735.88
30,23,500,1000,29749.494
46,24,1000,500,29824.533
30,22,2000,1000,29891.473
25,12,1500,500,29927.786
51,23,2000,1500,29962.789
46,28,1000,500,29974.771
63,20,1000,500,29993.756
46,26,1500,2000,29994.622
18,18,2000,500,30006.239
30,25,2000,1500,30016.961
46,26,1000,2000,30038.198
20,18,500,1000,30043.344
18,25,500,500,30114.094
63,18,500,1500,30117.389
28,21,2000,1500,30121.752
20,19,1500,1500,30152.602
30,27,1000,1000,30171.129
28,20,2000,1500,30186.061
46,27,2000,1000,30224.767
18,19,1500,500,30229.524
18,21,500,500,30263.606
34,10,500,2000,30271.712
46,23,2000,1500,30340.578
34,16,2000,1000,30358.871
34,12,1500,1000,30360.823
20,24,1500,1500,30408.756
34,24,2000,2000,30410.195
34,11,500,1000,30411.357
20,25,1000,1500,30462.552
28,24,1500,2000,30506.691
18,23,1500,2000,30512.204
34,21,1000,500,30512.709
34,12,500,1000,30529.476
34,19,1000,2000,30530.432
46,19,1000,500,30556.067
28,20,2000,1500,30575.32
34,8,500,1500,30589.557
46,26,1000,1000,30590.032
34,12,500,500,30603.915
46,20,1000,2000,30657.733
25,22,500,1000,30658.31
28,22,2000,2000,30709.85
31,19,2000,500,30721.383
28,21,1500,1000,30732.848
34,18,1500,1000,30759.892
34,10,500,1500,30761.506
18,23,2000,2000,30792.177
25,17,2000,1000,30796.007
18,20,2000,1500,30893.156
63,22,1500,500,30911.878
18,27,500,1500,30916.733
28,20,2000,2000,30994.813
63,27,1000,1000,30996.967
31,18,2000,1500,30999.36
46,28,1000,1500,31004.384
30,28,500,2000,31010.283
39,15,500,2000,31022.675
30,26,1000,2000,31036.537
46,17,1500,500,31054.374
34,4,500,500,31081.065
30,16,500,500,31142.633
63,24,1000,1500,31186.286
63,26,1000,2000,31289.126
28,19,2000,1000,31305.482
46,30,1000,1500,31355.173
34,18,1500,500,31447.409
46,24,1000,1000,31478.5
51,19,2000,1000,31513.505
25,21,1000,500,31546.233
18,23,1500,1500,31546.39
34,24,1000,2000,31548.273
18,24,1000,1000,31555.874
18,18,1000,1000,31636.692
34,18,1000,1500,31700.368
46,18,2000,1500,31703.54
20,22,2000,1500,31793.26
31,18,1000,500,31795.448
46,19,1000,1000,31819.892
34,9,500,2000,31822.948
34,24,500,500,31830.135
46,21,1000,1500,31880.754
28,23,2000,1000,31922.193
46,24,1500,1000,31937.471
51,19,1500,1500,31955.521
18,24,500,2000,32006.512
30,26,500,1500,32062.438
28,22,2000,500,32086.926
28,25,2000,500,32091.119
51,24,1000,2000,32110.119
28,23,1500,1000,32135.491
46,17,2000,1000,32155.67
46,30,500,500,32306.06
18,20,2000,1000,32422.023
28,23,1500,2000,32430.998
31,16,1500,1000,32491.103
30,24,500,1500,32525.079
30,26,500,500,32588.891
46,22,500,1500,32630.269
30,27,1500,2000,32632.29
46,20,500,500,32643.646
46,27,1500,500,32644.927
63,23,2000,500,32651.547
28,24,2000,500,32734.833
51,23,2000,1000,32749.258
20,25,500,1000,32798.12
30,29,2000,2000,32815.493
20,18,1500,1000,32893.434
34,23,500,2000,32897.186
28,25,1500,1500,32907.555
51,19,1500,1000,32940.742
37,22,500,2000,33032.305
30,22,1000,1000,33060.477
63,30,1000,500,33063.26
39,8,500,2000,33087.425
51,19,1500,500,33093.618
31,19,1000,2000,33122.54
37,22,1500,1000,33584.272
46,30,500,2000,33224.735
30,30,500,500,33283.847
46,19,500,1500,33294.357
30,24,500,1000,33360.817
34,24,500,1500,33364.248
28,22,1500,2000,33383.328
46,19,2000,500,33409.657
51,27,2000,2000,33524.75
63,23,2000,1500,33604.419
46,23,2000,500,33608.835
20,18,2000,500,33646.387
18,22,1000,1500,33690.506
30,25,1500,2000,33719.909
63,26,1000,1500,33753.132
39,7,500,1500,33767.638
10,26,1000,2000,33840.828
37,18,2000,500,33854.521
28,23,1500,1000,33925.77
51,18,2000,500,33947.462
37,25,1000,2000,33952.312
18,20,1500,500,33990.601
63,30,500,500,33994.676
63,28,500,1500,33999.333
51,26,1500,1000,34097.364
34,19,500,1500,34349.774
63,24,1500,1500,34175.325
18,19,1500,2000,34227.709
37,19,2000,1500,34243.333
17,41,1000,2000,34257.916
63,25,2000,1000,34267.899
31,17,2000,1000,34269.249
63,25,1000,2000,34272.117
46,25,2000,2000,34276.71
30,27,1500,1000,34360.826
25,20,500,1500,34383.763
39,11,500,1500,34399.342
10,26,500,2000,34420.179
51,20,1000,500,34430.937
37,18,1000,1000,34462.791
20,24,1500,1000,34480.513
63,19,1500,2000,34582.363
63,20,1500,1000,34588.909
39,16,500,1500,34621.127
51,24,2000,500,34643.981
25,18,500,1000,34682.406
39,9,500,500,34720.187
51,24,1500,2000,34776.044
34,10,500,2000,34781.631
63,27,500,500,34788.527
46,28,1000,2000,34802.758
30,23,500,2000,34835.596
34,25,2000,1500,34839.273
34,17,2000,1500,34856.773
17,43,1000,500,34871.659
28,24,1000,2000,34887.919
10,22,1000,500,34910.68
37,22,1000,1000,34936.541
28,25,1500,500,35006.897
39,12,500,1000,35011.071
46,26,1500,1500,35111.405
39,15,500,1000,35162.367
51,18,1500,1000,35162.762
39,13,500,2000,35167.809
37,21,1000,1500,35287.92
46,30,500,1000,35336.568
35,19,1500,1500,35376.054
34,22,500,1000,35376.557
39,12,500,2000,35407.715
37,20,2000,2000,35457.822
39,13,500,1000,35495.095
51,20,2000,1500,35507.441
43,21,2000,1000,35514.72
37,23,500,1500,35519.618
51,28,1500,1500,35520.043
28,24,1000,1000,35521.926
37,21,1500,2000,35594.629
28,24,1000,1500,35637.692
39,19,500,1500,35671.466
39,13,500,500,35694.218
63,30,500,1000,35696.608
37,17,2000,2000,35712.039
28,25,2000,2000,35716.2
28,24,2000,1000,35745.249
25,19,1500,1000,35751.778
51,27,2000,1000,35770.248
46,18,500,1000,35801.345
46,19,500,1000,35873.553
37,20,1500,1000,35886.845
37,18,1500,500,35974.423
17,44,1000,1500,36004.613
43,27,2000,500,36007.746
51,24,1000,1500,36009.109
37,19,1500,500,36037.435
34,25,500,2000,36068.644
34,16,500,1500,36070.621
34,25,500,1000,36116.062
34,27,500,1000,36172.141
46,26,1500,2000,36234.492
28,24,1000,1500,36235.711
17,44,1000,1000,36239.836
51,24,1000,1000,36253.924
10,29,500,500,36254.372
37,24,2000,2000,36354.322
34,12,500,1000,36406.892
28,24,1000,1500,36420.326
37,24,500,1500,36530.857
43,26,1000,500,36602.738
34,13,500,500,36700.843
28,25,1000,500,36751.892
34,10,500,2000,36754.536
51,28,1500,2000,36756.121
28,22,1000,2000,36860.862
43,24,1000,500,36887.435
51,24,2000,1000,36949.243
43,27,1500,500,36962.719
46,26,1000,500,36976.755
43,26,2000,1500,37004.096
43,23,1500,2000,37017.275
43,22,2000,500,37023.018
43,25,2000,500,37029.978
34,14,500,1500,37147.798
37,20,1500,2000,37194.356
28,22,1000,1500,40238.008
37,19,2000,1500,37241.271
37,18,2000,500,37246.735
43,27,1500,2000,37250.65
51,28,1500,500,37277.668
37,24,1000,1500,37351.003
43,27,1000,1500,37354.654
31,18,500,1000,37434.58
51,27,2000,500,37523.812
51,29,1000,500,37527.191
43,25,1000,2000,37529.042
10,35,500,1500,37592.984
46,34,1000,1500,37637.095
51,24,2000,1500,37671.2
37,25,500,500,37674.141
37,23,500,2000,37719.697
28,22,1000,1000,37733.609
51,30,1000,1500,37735.832
31,20,500,1500,37813.825
46,22,500,2000,37838.933
43,27,2000,1000,37849.861
